Value Synonym	Value ID	
"1000"	"1000"	
"1001"	"1001"	
"1002"	"1002"	
"1003"	"1003"	
"1008"	"1008"	
"1004"	"1004"	
"1007"	"1007"	
"1006"	"1006"	
"1005"	"1005"	
"1076"	"1076"	
"1009"	"1009"	
"1011"	"1011"	
"1010"	"1010"	
"1014"	"1014"	
"1012"	"1012"	
"1016"	"1016"	
"1092"	"1092"	
"1098"	"1098"	
"1013"	"1013"	
"1099"	"1099"	
"1044"	"1044"	
"1018"	"1018"	
"1031"	"1031"	
"1047"	"1047"	
"1020"	"1020"	
"1019"	"1019"	
"1024"	"1024"	
"1021"	"1021"	
"1027"	"1027"	
"1026"	"1026"	
"1025"	"1025"	
"1023"	"1023"	
"1022"	"1022"	
"1029"	"1029"	
"1028"	"1028"	
"1048"	"1048"	
"1030"	"1030"	
"990351"	"990351"	
"1033"	"1033"	
"1032"	"1032"	
"1034"	"1034"	
"1049"	"1049"	
"1036"	"1036"	
"1041"	"1041"	
"1045"	"1045"	
"1037"	"1037"	
"1050"	"1050"	
"1040"	"1040"	
"1042"	"1042"	
"1039"	"1039"	
"1046"	"1046"	
"1038"	"1038"	
"1043"	"1043"	
"1056"	"1056"	
"1055"	"1055"	
"1054"	"1054"	
"1059"	"1059"	
"1057"	"1057"	
"1058"	"1058"	
"1060"	"1060"	
"1100"	"1100"	
"1061"	"1061"	
"1074"	"1074"	
"1062"	"1062"	
"1090"	"1090"	
"1015"	"1015"	
"1063"	"1063"	
"1064"	"1064"	
"1101"	"1101"	
"1065"	"1065"	
"1068"	"1068"	
"1052"	"1052"	
"1067"	"1067"	
"1069"	"1069"	
"1066"	"1066"	
"1091"	"1091"	
"1017"	"1017"	
"1070"	"1070"	
"1102"	"1102"	
"1103"	"1103"	
"1104"	"1104"	
"1078"	"1078"	
"1082"	"1082"	
"1080"	"1080"	
"1105"	"1105"	
"1079"	"1079"	
"1072"	"1072"	
"1075"	"1075"	
"1081"	"1081"	
"1077"	"1077"	
"1071"	"1071"	
"1073"	"1073"	
"1083"	"1083"	
"1106"	"1106"	
"1107"	"1107"	
"1089"	"1089"	
"1085"	"1085"	
"1051"	"1051"	
"1086"	"1086"	
"1084"	"1084"	
"1088"	"1088"	
"1087"	"1087"	
"1053"	"1053"	
"1108"	"1108"	
"1094"	"1094"	
"1093"	"1093"	
"1109"	"1109"	
"1095"	"1095"	
"1110"	"1110"	
"1097"	"1097"	
"1111"	"1111"	
"1096"	"1096"	
"1998"	"1998"	
"1999"	"1999"	
"2000"	"2000"	
"990006"	"990006"	
"990004"	"990004"	
"990297"	"990297"	
"990019"	"990019"	
"990551"	"990551"	
"990667"	"990667"	
"991010"	"991010"	
"991146"	"991146"	
"991132"	"991132"	
"991024"	"991024"	
"991369"	"991369"	
"991414"	"991414"	
"991334"	"991334"	
"991096"	"991096"	
"991168"	"991168"	
"991120"	"991120"	
"991244"	"991244"	
"991325"	"991325"	
"991117"	"991117"	
"991119"	"991119"	
"991464"	"991464"	
"991564"	"991564"	
"991754"	"991754"	
"991802"	"991802"	
"992010"	"992010"	
"992286"	"992286"	
"992681"	"992681"	
"992612"	"992612"	
"992739"	"992739"	
"907362"	"907362"	
"992781"	"992781"	
"991321"	"991321"	
"990565"	"990565"	
"903147"	"903147"	
"991865"	"991865"	
"991762"	"991762"	
"992348"	"992348"	
"992246"	"992246"	
"990005"	"990005"	
"993281"	"993281"	
"993605"	"993605"	
"994442"	"994442"	
"994623"	"994623"	
"915220"	"915220"	
"993028"	"993028"	
"993165"	"993165"	
"993422"	"993422"	
"993386"	"993386"	
"993886"	"993886"	
"994030"	"994030"	
"910002"	"910002"	
"993730"	"993730"	
"993716"	"993716"	
"994219"	"994219"	
"994141"	"994141"	
"994103"	"994103"	
"994232"	"994232"	
"994282"	"994282"	
"994283"	"994283"	
"993136"	"993136"	
"994352"	"994352"	
"995924"	"995924"	
"994779"	"994779"	
"994787"	"994787"	
"994586"	"994586"	
"994773"	"994773"	
"994663"	"994663"	
"994112"	"994112"	
"994665"	"994665"	
"994952"	"994952"	
"994924"	"994924"	
"995129"	"995129"	
