Value Synonym	Value ID	
"30798"	"30798"	
"30800"	"30800"	
"39900"	"39900"	
"40000"	"40000"	
"40100"	"40100"	
"40101"	"40101"	
"40198"	"40198"	
"40300"	"40300"	
"40301"	"40301"	
"40302"	"40302"	
"40303"	"40303"	
"40304"	"40304"	
"40305"	"40305"	
"40306"	"40306"	
"40398"	"40398"	
"40500"	"40500"	
"40501"	"40501"	
"40502"	"40502"	
"990814"	"990814"	
"40503"	"40503"	
"40504"	"40504"	
"40598"	"40598"	
"40600"	"40600"	
"40601"	"40601"	
"40602"	"40602"	
"40604"	"40604"	
"990917"	"990917"	
"990815"	"990815"	
"40605"	"40605"	
"40606"	"40606"	
"40698"	"40698"	
"40700"	"40700"	
"40701"	"40701"	
"40798"	"40798"	
"990900"	"990900"	
"40800"	"40800"	
"49900"	"49900"	
"50000"	"50000"	
"50100"	"50100"	
"50101"	"50101"	
"50102"	"50102"	
"50103"	"50103"	
"50104"	"50104"	
"50198"	"50198"	
"50300"	"50300"	
"50301"	"50301"	
"50302"	"50302"	
"50303"	"50303"	
"50398"	"50398"	
"50400"	"50400"	
"50401"	"50401"	
"50402"	"50402"	
"50403"	"50403"	
"50404"	"50404"	
"50405"	"50405"	
"50498"	"50498"	
"50600"	"50600"	
"50601"	"50601"	
"50602"	"50602"	
"50603"	"50603"	
"50708"	"50708"	
"50698"	"50698"	
"50700"	"50700"	
"50701"	"50701"	
"50702"	"50702"	
"50703"	"50703"	
"50704"	"50704"	
"50705"	"50705"	
"50706"	"50706"	
"50707"	"50707"	
"50798"	"50798"	
"50800"	"50800"	
"59900"	"59900"	
"990903"	"990903"	
"990904"	"990904"	
"990905"	"990905"	
"990906"	"990906"	
"990907"	"990907"	
"990908"	"990908"	
"990913"	"990913"	
"990909"	"990909"	
"990910"	"990910"	
"990911"	"990911"	
"990912"	"990912"	
"990931"	"990931"	
"990932"	"990932"	
"990933"	"990933"	
"990934"	"990934"	
"990935"	"990935"	
"990936"	"990936"	
"990937"	"990937"	
"990816"	"990816"	
"990817"	"990817"	
"990818"	"990818"	
"990819"	"990819"	
"990820"	"990820"	
"990821"	"990821"	
"990822"	"990822"	
"990823"	"990823"	
"990000"	"990000"	
"990100"	"990100"	
"990200"	"990200"	
"990300"	"990300"	
"990400"	"990400"	
"990500"	"990500"	
"990600"	"990600"	
"990700"	"990700"	
"990800"	"990800"	
